T,rate
0.0,-1.3330853347972986
0.8080808080808081,1.4084359946435416
1.6161616161616161,-1.766200800105992
2.4242424242424243,0.5279803621007089
3.2323232323232323,1.289526419383131
4.040404040404041,5.5533265040161215
4.848484848484849,4.498343824118524
5.656565656565657,-0.05955861969003684
6.4646464646464645,0.5831705129711033
7.2727272727272725,1.815354131926056
8.080808080808081,4.506230432360969
8.88888888888889,3.0987759998355084
9.696969696969697,0.03043294128569407
10.505050505050505,4.904796940081873
11.313131313131313,3.677171426412852
12.121212121212121,2.305727493890214
12.929292929292929,2.7900964103712638
13.737373737373737,7.522617918500733
14.545454545454545,7.240987720103756
15.353535353535353,7.992901844866683
16.161616161616163,11.432281067227716
16.96969696969697,14.373996206627933
17.77777777777778,15.812784841436535
18.585858585858585,21.51544011789373
19.393939393939394,24.44129346718784
20.2020202020202,27.797798658997536
21.01010101010101,26.220448021026524
21.818181818181817,35.59582919389895
22.626262626262626,32.792963926856736
23.434343434343432,42.992526646544015
24.242424242424242,45.928323827293
25.05050505050505,47.27904543525149
25.858585858585858,50.49414790203032
26.666666666666668,57.60703170255182
27.474747474747474,59.47814233854191
28.282828282828284,69.47590058730279
29.09090909090909,73.7171957301874
29.8989898989899,79.39019158969874
30.707070707070706,81.81605394732112
31.515151515151516,84.8919167712668
32.323232323232325,87.50897946385606
33.13131313131313,90.4690252085489
33.93939393939394,91.81941847634954
34.74747474747475,99.6341485558056
35.55555555555556,98.7818250139329
36.36363636363636,100.70874041180305
37.17171717171717,103.39710134074069
37.97979797979798,97.80825157112902
38.78787878787879,97.72668664975566
39.5959595959596,98.21452285824884
40.4040404040404,94.50539537788916
41.21212121212121,91.7564090766953
42.02020202020202,89.51952054303811
42.82828282828283,89.11631133514146
43.63636363636363,78.141547375786
44.44444444444444,78.48830427817862
45.25252525252525,72.7349064638474
46.06060606060606,67.65395198421525
46.868686868686865,59.88211471368885
47.676767676767675,55.21190717184335
48.484848484848484,52.456688558909626
49.292929292929294,45.58225109160958
50.1010101010101,43.10307942391375
50.90909090909091,38.360642656981874
51.717171717171716,33.25073943044897
52.525252525252526,30.590632215370004
53.333333333333336,25.942947407573634
54.14141414141414,21.07835667378754
54.94949494949495,20.628144324917503
55.75757575757576,15.163942878748475
56.56565656565657,16.102452040533187
57.37373737373737,16.555519460068634
58.18181818181818,13.046646322877422
58.98989898989899,9.871926769874532
59.7979797979798,9.39824188548873
60.6060606060606,4.7321085408835675
61.41414141414141,8.024041675148231
62.22222222222222,6.247880310624789
63.03030303030303,3.851012669188792
63.838383838383834,-2.582904061741593
64.64646464646465,2.1246109839557032
65.45454545454545,2.151467151777881
66.26262626262626,1.7119646211576258
67.07070707070707,1.7552427939917004
67.87878787878788,-1.5818284787372567
68.68686868686869,1.338527863571083
69.4949494949495,1.6261554194622276
70.3030303030303,1.0954903733660861
71.11111111111111,1.1561002177280593
71.91919191919192,0.3551332530160312
72.72727272727272,-0.04734751071378149
73.53535353535354,-0.17421654860351465
74.34343434343434,1.6824392722581474
75.15151515151516,-0.06348279000216156
75.95959595959596,1.5235991800212703
76.76767676767676,0.5737106333594216
77.57575757575758,2.933470154797777
78.38383838383838,0.7691833914899633
79.1919191919192,-1.5768257305566362
80.0,0.3456900229343606
